countyfips,num_drug_death_t,year_t,num_drug_death_t_1,num_drug_death_t_2,num_drug_death_t_3,log_num_drug_death_t_1,log_num_drug_death_t_2,log_num_drug_death_t_3,num_drug_crime_t_1,num_drug_crime_state_t_1,is_sup_all_drug_death_t_1,crime_grav_drug_t_1,fent_rt_t_1,num_drug_crime_t_2,num_drug_crime_state_t_2,is_sup_all_drug_death_t_2,crime_grav_drug_t_2,fent_rt_t_2,num_drug_crime_t_3,num_drug_crime_state_t_3,is_sup_all_drug_death_t_3,crime_grav_drug_t_3,fent_rt_t_3,num_primary_care_physicians,poor_fair_health,poor_physical_health_days,adult_smoking,adult_obesity,unemployment,uninsured_adults,high_school_graduation,gini,hmi,Population,is_ruca_1,is_ruca_2,is_ruca_3,is_ruca_4,is_ruca_5,is_ruca_7,is_ruca_8,is_ruca_9,lat,long,is_CT,is_DE,is_KY,is_MA,is_ME,is_NH,is_OH,is_RI,is_TN,is.stateborder,num_drug_death_t_3_x_num_drug_crime_t_3,num_drug_death_t_2_x_num_drug_crime_t_2,num_drug_death_t_1_x_num_drug_crime_t_1,num_drug_death_t_3_x_fent_rt_t_3,num_drug_death_t_2_x_fent_rt_t_2,num_drug_death_t_1_x_fent_rt_t_1,log_num_drug_death_t_3_x_num_drug_crime_t_3,log_num_drug_death_t_2_x_num_drug_crime_t_2,log_num_drug_death_t_1_x_num_drug_crime_t_1,log_num_drug_death_t_3_x_fent_rt_t_3,log_num_drug_death_t_2_x_fent_rt_t_2,log_num_drug_death_t_1_x_fent_rt_t_1
47161,0,2014,0,0,0,0,0,0,0.02344585,0.885190342,1,0.940571665,0.000451424,0.013791677,0.890393141,1,0.939009537,0.000550459,0.012412509,0.815465504,1,0.92505862,0.000802729,0.003144654,0.58025651,0.614248955,0.724382707,0.702830189,0.909836514,0.821263278,0.89063247,0.540948073,0.386391357,0.024035617,0,0,0,0,0,0,1,0,36.511756,-87.851548,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47163,44,2014,36,26,23,3.610917913,3.295836866,3.17805383,0.577181671,0.885190342,0,0.869893792,0.000451424,0.599248354,0.890393141,0,0.877660671,0.000550459,0.576492087,0.815465504,0,0.860128339,0.000802729,0.511006289,0.585438528,0.63781461,0.622667212,0.73427673,0.591392793,0.677049641,0.707579979,0.761264516,0.340688531,0.333043975,0,1,0,0,0,0,0,0,36.510212,-82.299397,0,0,0,0,0,0,0,0,1,1,13.259318,15.58045719,20.77854015,0.018462773,0.014311927,0.016251249,1.832122885,1.975024816,2.084155634,0.002551117,0.001814222,0.001630054
47165,28,2014,24,15,22,3.218875825,2.772588722,3.135494216,0.75854222,0.885190342,0,1,0.000451424,0.746129711,0.890393141,0,1,0.000550459,0.734406786,0.815465504,0,1,0.000802729,0.235062893,0.519367794,0.429097606,0.534123416,0.562893082,0.641839323,0.723618628,0.818984665,0.582414476,0.631778891,0.353047006,1,0,0,0,0,0,0,0,36.470015,-86.458517,0,0,0,0,0,0,0,0,1,1,16.15694928,11.19194566,18.20501327,0.017660044,0.008256881,0.010834166,2.302728228,2.068710821,2.441653213,0.002516953,0.001526196,0.001453077
47167,0,2014,10,0,0,2.397895273,0,0,0.271006448,0.885190342,0,0.997750953,0.000451424,0.205495983,0.890393141,1,1,0.000550459,0.2516981,0.815465504,1,0.991752925,0.000802729,0.051100629,0.773286695,0.588704727,0.760250647,0.812893082,0.846778351,0.770187615,0.836909493,0.458852972,0.573599387,0.127818055,1,0,0,0,0,0,0,0,35.500297,-89.763708,0,0,0,0,0,0,0,0,1,1,0,0,2.710064476,0,0,0.004514236,0,0,0.64984508,0,0,0.001082467
47169,0,2014,0,0,0,0,0,0,0.105506327,0.885190342,1,1,0.000451424,0.092404234,0.890393141,1,1,0.000550459,0.121366755,0.815465504,1,1,0.000802729,0.004716981,0.678008677,0.540278975,0.541116326,0.688679245,0.840472535,0.923414604,0.920198134,0.591419805,0.360319534,0.012271996,1,0,0,0,0,0,0,0,36.39303,-86.156691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47171,0,2014,0,0,0,0,0,0,0.051718788,0.885190342,1,0.922565098,0.000451424,0.088266731,0.890393141,1,0.9293062,0.000550459,0.059993794,0.815465504,1,0.915681755,0.000802729,0.023584906,0.655395777,0.662369552,0.595583342,0.66509434,0.802637637,0.683058543,0.841236176,0.74807066,0.265352791,0.034613267,0,0,1,0,0,0,0,0,36.100215,-82.418245,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47173,0,2014,0,0,0,0,0,0,0.08275006,0.885190342,1,0.966200146,0.000451424,0.055166707,0.890393141,1,0.977239276,0.000550459,0.05930421,0.815465504,1,0.98016912,0.000802729,0.007861635,0.752558622,0.853553193,0.737434103,0.621069182,0.726967842,0.938928233,0.661884879,0.580739065,0.252400443,0.036643901,0,1,0,0,0,0,0,0,36.28414,-83.836088,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47175,0,2014,0,0,0,0,0,0,0.019997931,0.885190342,1,0.96302666,0.000451424,0.028272937,0.890393141,1,0.964959791,0.000550459,0.028962521,0.815465504,1,0.95848219,0.000802729,0.002358491,0.698869606,0.570288521,0.725786678,0.682389937,0.976251321,0.846801109,0.688360056,0.794563294,0.256443632,0.007435618,0,0,0,0,0,0,0,1,35.699245,-85.458411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47177,0,2014,0,0,0,0,0,0,0.153087612,0.885190342,1,0.97102817,0.000451424,0.188945971,0.890393141,1,0.971704961,0.000550459,0.173775127,0.815465504,1,0.960625719,0.000802729,0.045597484,0.841948439,0.723756906,0.622667212,0.761006289,0.902056112,0.943926285,0.745276536,0.790793621,0.238676739,0.081316404,0,0,0,0,0,0,0,0,35.678282,-85.777363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47179,24,2014,19,20,21,2.995732274,3.044522438,3.091042453,0.475812847,0.885190342,0,0.90184491,0.000451424,0.517187877,0.890393141,0,0.910741741,0.000550459,0.40271696,0.815465504,0,0.904456975,0.000802729,0.65172956,0.578961005,0.63781461,0.734368615,0.54245283,0.588239885,0.737138656,0.854241544,0.873935853,0.383595193,0.264347328,0,0,1,0,0,0,0,0,36.295665,-82.495037,0,0,0,0,0,0,0,0,1,0,8.457056167,10.34375754,9.040444092,0.016857315,0.011009174,0.008577048,1.244815221,1.574590096,1.425407902,0.00248127,0.001675884,0.001352344
47181,0,2014,0,0,0,0,0,0,0.061372961,0.885190342,1,0.892548358,0.000451424,0.090335483,0.890393141,1,0.893994486,0.000550459,0.0682688,0.815465504,1,0.877557698,0.000802729,0.01336478,0.678714859,0.576427256,0.38972892,0.627358491,0.984031723,0.899870373,0.851949866,0.544089467,0.190409156,0.031952363,0,0,0,0,0,0,1,0,35.242687,-87.819703,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47183,0,2014,0,0,0,0,0,0,0.166879288,0.885190342,1,0.848518825,0.000451424,0.139985519,0.890393141,1,0.84908133,0.000550459,0.117229252,0.815465504,1,0.839151545,0.000802729,0.050314465,0.595802565,0.613259669,0.634927122,0.635220126,0.950824319,0.857316687,0.707005998,0.8201133,0.265256371,0.070196678,0,0,0,0,0,1,0,0,36.303523,-88.720785,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47185,0,2014,0,0,0,0,0,0,0.084129228,0.885190342,1,0.965655195,0.000451424,0.074475054,0.890393141,1,0.967032114,0.000550459,0.115850084,0.815465504,1,0.956783059,0.000802729,0.018867925,0.787537246,0.803560467,0.813376924,0.669811321,0.936738101,0.831778855,0.76057445,0.625556289,0.233675783,0.051734548,0,0,0,0,0,1,0,0,35.927062,-85.455766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47187,18,2014,14,17,20,2.708050201,2.890371758,3.044522438,0.638554632,0.885190342,0,1,0.000451424,0.620625453,0.890393141,0,1,0.000550459,0.596490018,0.815465504,0,1,0.000802729,0.659591195,0.091851276,0.091467158,0.216727966,0.350628931,0.46212356,0.457724736,0.889508061,0.5905821,1,0.411610563,1,0,0,0,0,0,0,0,35.894972,-86.896958,0,0,0,0,0,0,0,0,1,0,11.92980037,10.55063269,8.939764852,0.016054586,0.009357798,0.00631993,1.816027245,1.79383828,1.729238,0.002443927,0.00159103,0.001222478
47189,26,2014,21,15,19,3.091042453,2.772588722,2.995732274,0.537875392,0.885190342,0,1,0.000451424,0.534427473,0.890393141,0,1,0.000550459,0.523394132,0.815465504,0,1,0.000802729,0.113207547,0.439046509,0.686924494,0.910093993,0.600628931,0.588239885,0.644000683,0.843502534,0.382412381,0.71675015,0.251820785,1,0,0,0,0,0,0,0,36.148476,-86.29021,0,0,0,0,0,0,0,0,1,0,9.944488501,8.016412095,11.29538324,0.015251856,0.008256881,0.009479896,1.567948692,1.481747585,1.662595672,0.002404762,0.001526196,0.00139537
54001,0,2014,0,0,0,0,0,0,0.005516671,0.136317004,1,0.771758978,0.000430802,0.008275006,0.159473125,1,0.787514633,0.000716846,0.006206255,0.133733924,1,0.754486465,0.001246753,0.010220126,0.889882109,0.914057704,0.764337284,0.778301887,0.689132945,0.929914881,0.689853791,0.539272663,0.230808911,0.031161477,0,0,0,0,0,0,0,0,39.139754,-79.996914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54003,46,2014,44,33,28,3.80666249,3.526360525,3.36729583,0.402027376,0.136317004,0,0.656771922,0.000430802,0.452366997,0.159473125,0,0.745338825,0.000716846,0.399269041,0.133733924,0,0.662026983,0.001246753,0.112421384,0.446819536,0.502762431,0.806565863,0.647798742,0.626074782,0.764178713,0.73003013,0.488172651,0.592118352,0.226029875,0,1,0,0,0,0,0,0,39.457854,-78.032338,0,0,0,0,0,0,0,0,0,1,11.17953315,14.92811089,17.68920457,0.034909091,0.023655914,0.018955304,1.344456977,1.595209119,1.530382534,0.004198187,0.002527857,0.001639919
54005,23,2014,19,17,27,2.995732274,2.890371758,3.33220451,0,0.136317004,0,0.866117645,0.000430802,0,0.159473125,0,0.879850368,0.000716846,0,0.133733924,0,0.86388477,0.001246753,0.016509434,0.917087706,1,0.854243291,0.761006289,0.540946263,0.687565219,0.653798103,0.586603001,0.321745321,0.047913486,0,0,1,0,0,0,0,0,38.022838,-81.713314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033662338,0.01218638,0.008185245,0,0,0,0.004154437,0.002071951,0.001290569
54007,0,2014,0,0,0,0,0,0,0.010343758,0.136317004,1,0.778106228,0.000430802,0.006206255,0.159473125,1,0.784025623,0.000716846,0.010343758,0.133733924,1,0.757601152,0.001246753,0.008647799,0.72664853,0.729895641,0.653998093,0.737421384,0.723814934,0.924916829,0.687793466,0.645242359,0.227228535,0.026624101,0,0,0,0,0,0,1,0,38.699302,-80.731649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54009,10,2014,0,0,14,0,0,2.708050201,0.009654174,0.136317004,1,0.825364314,0.000430802,0.005516671,0.159473125,1,0.806744006,0.000716846,0.014481261,0.133733924,0,0.774533945,0.001246753,0.011006289,0.496048711,0.662369552,0.737093039,0.79245283,0.92097356,0.707094149,0.862921097,0.4511042,0.380548337,0.046685928,0,0,1,0,0,0,0,0,40.272645,-80.578691,0,0,0,0,0,0,0,0,0,1,0.202737648,0,0,0.017454545,0,0,0.039215981,0,0,0.00337627,0,0
54011,50,2014,48,27,41,3.891820298,3.33220451,3.737669618,0.148950109,0.136317004,0,0.773938225,0.000430802,0.264800193,0.159473125,0,0.787365661,0.000716846,0.202737648,0.133733924,0,0.771166683,0.001246753,0.44418239,0.613939629,0.656230816,0.626753848,0.693396226,0.503111366,0.786712094,0.637830583,0.920637912,0.288904852,0.203949604,0,1,0,0,0,0,0,0,38.41958,-82.243392,0,0,0,0,0,0,0,0,0,1,8.312243561,7.149605213,7.149605213,0.051116883,0.019354839,0.020678514,0.757766347,0.882368398,0.579687056,0.004659952,0.002388677,0.001676605
54013,0,2014,0,0,0,0,0,0,0,0.136317004,1,0.79577151,0.000430802,0,0.159473125,1,0.810196389,0.000716846,0,0.133733924,1,0.786745207,0.001246753,0.000786164,0.612644125,0.564149785,0.911728647,0.778301887,0.998321678,0.998006399,0.7666009,0.756028859,0.179044515,0.011830305,0,0,0,0,0,0,1,0,38.844159,-81.115478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54015,0,2014,0,0,0,0,0,0,0,0.136317004,1,0.848022433,0.000430802,0,0.159473125,1,0.863752815,0.000716846,0,0.133733924,1,0.843096562,0.001246753,0.004716981,0.979271926,0.907918969,0.647187032,0.896226415,0.939891009,0.864827814,0.743422243,0.607545629,0.191116232,0.01546924,0,0,1,0,0,0,0,0,38.459826,-81.081866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54017,0,2014,0,0,0,0,0,0,0,0.136317004,1,0.796969071,0.000430802,0,0.159473125,1,0.816598974,0.000716846,0,0.133733924,1,0.773521036,0.001246753,0.002358491,0.353543205,0.472068754,0.713935431,0.668238994,0.597698609,0.968972741,0.817078865,0.393302548,0.281660536,0.013171154,0,0,0,0,0,0,0,1,39.263482,-80.701147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54019,17,2014,24,21,20,3.218875825,3.091042453,3.044522438,0.020687515,0.136317004,0,0.844824126,0.000430802,0.024135434,0.159473125,0,0.856307084,0.000716846,0.010343758,0.133733924,0,0.834525473,0.001246753,0.060534591,0.69296541,0.729895641,0.764337284,0.710691824,0.66390968,0.875343391,0.683157735,0.562309553,0.217817995,0.093818567,0,0,1,0,0,0,0,0,38.030933,-81.086051,0,0,0,0,0,0,0,0,0,0,0.206875151,0.50684412,0.496500362,0.024935065,0.015053763,0.010339257,0.031491802,0.074603652,0.066590542,0.003795768,0.002215801,0.001386699
54021,0,2014,0,0,0,0,0,0,0.005516671,0.136317004,1,0.779260531,0.000430802,0.004827087,0.159473125,1,0.784118777,0.000716846,0.004827087,0.133733924,1,0.758259272,0.001246753,0.007861635,0.790128255,0.779005525,0.779321618,0.844339623,0.496805549,1,0.87822427,0.723777212,0.230487513,0.01418647,0,0,0,0,0,1,0,0,38.915865,-80.849409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54023,0,2014,0,0,0,0,0,0,0.042754198,0.136317004,1,0.67374665,0.000430802,0.065510464,0.159473125,1,0.709440816,0.000716846,0.051029204,0.133733924,1,0.683780179,0.001246753,0.016509434,0.742194585,0.613259669,0.336602643,0.73427673,0.8656958,0.906890124,0.780508095,0.258850878,0.312752599,0.020895735,0,0,0,0,0,1,0,0,39.105988,-79.195064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54025,12,2014,0,10,12,0,2.397895273,2.564949357,0.105506327,0.136317004,1,0.721830896,0.000430802,0.033100024,0.159473125,0,0.73380661,0.000716846,0.021377099,0.133733924,0,0.706528499,0.001246753,0.079402516,0.700738438,0.668508287,0.70712437,0.522012579,0.660756772,0.935923782,0.664099728,0.729012869,0.281512693,0.072377171,0,0,0,0,0,0,0,0,37.924418,-80.45059,0,0,0,0,0,0,0,0,0,1,0.256525187,0.331000241,0,0.014961039,0.007168459,0,0.054831176,0.079370391,0,0.003197859,0.001718921,0
54027,0,2014,0,0,0,0,0,0,0.004827087,0.136317004,1,0.735106448,0.000430802,0.015860428,0.159473125,1,0.769002222,0.000716846,0.011722925,0.133733924,1,0.73828565,0.001246753,0.017295597,0.507708252,0.527317373,0.720746492,0.786163522,0.626074782,0.982984145,0.717153099,0.602309972,0.278542973,0.046350357,0,0,1,0,0,0,0,0,39.31214,-78.611989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54029,18,2014,15,11,0,2.772588722,2.48490665,0,0.037237527,0.136317004,0,0.675148986,0.000430802,0.031031273,0.159473125,0,0.665068261,0.000716846,0.013791677,0.133733924,1,0.649140467,0.001246753,0.053459119,0.462365591,0.607120933,0.587249694,0.688679245,0.943043917,0.726623079,0.78668907,0.761264516,0.326469875,0.060835113,0,0,1,0,0,0,0,0,40.516931,-80.570057,0,0,0,0,0,0,0,0,0,1,0,0.341343999,0.558562907,0,0.007885305,0.006462036,0,0.077109816,0.103244348,0,0.001781295,0.001194438
54031,0,2014,0,0,0,0,0,0,0.001379168,0.136317004,1,0.690315321,0.000430802,0.025514602,0.159473125,1,0.720630387,0.000716846,0.013102093,0.133733924,1,0.695394548,0.001246753,0.004716981,0.510299262,0.502762431,0.525950143,0.685534591,0.682827129,0.902383448,0.732090455,0.518539461,0.299813107,0.025364276,0,0,0,0,0,0,0,0,39.010818,-78.843641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54033,20,2014,19,14,25,2.995732274,2.708050201,3.258096538,0.120677171,0.136317004,0,0.786910175,0.000430802,0.211012654,0.159473125,0,0.777487969,0.000716846,0.10964383,0.133733924,0,0.74349958,0.001246753,0.164308176,0.492162197,0.680785758,0.60359624,0.669811321,0.477888101,0.845298884,0.643496477,0.623043173,0.37103495,0.144284686,0,0,0,0,1,0,0,0,39.279199,-80.386487,0,0,0,0,0,0,0,0,0,0,2.741095749,2.954177154,2.292866255,0.031168831,0.010035842,0.008185245,0.357230183,0.57143286,0.361516497,0.004062042,0.001941255,0.001290569
54035,0,2014,0,0,0,0,0,0,0.031720856,0.136317004,1,0.80478889,0.000430802,0.013102093,0.159473125,1,0.822654189,0.000716846,0.019308347,0.133733924,1,0.801235777,0.001246753,0.01336478,0.690374401,0.840392879,0.690777823,0.812893082,0.903530697,0.801734348,0.720243586,0.581367344,0.343658251,0.058315464,0,0,0,0,0,0,0,0,38.834234,-81.677717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54037,12,2014,16,10,11,2.833213344,2.397895273,2.48490665,0.035858359,0.136317004,0,0.849112393,0.000430802,0.024825018,0.159473125,0,0.86627685,0.000716846,0.016550012,0.133733924,0,0.850246199,0.001246753,0.067610063,0.440342013,0.453652548,0.698951097,0.753144654,0.427441571,0.705591923,0.745482568,0.410684929,0.781158351,0.112916704,1,0,0,0,0,0,0,0,39.307399,-77.86322,0,0,0,0,0,0,0,0,0,1,0.182050133,0.248250181,0.573733752,0.013714286,0.007168459,0.006892838,0.041125235,0.059527794,0.101594383,0.003098065,0.001718921,0.001220555
54039,81,2014,64,63,69,4.17438727,4.158883083,4.248495242,0.866806882,0.136317004,0,0.740970576,0.000430802,1,0.159473125,0,0.753562133,0.000716846,0.953694445,0.133733924,0,0.725095005,0.001246753,0.578616352,0.593211556,0.63781461,0.606320665,0.630503145,0.471582284,0.722116403,0.586322457,0.798961246,0.427363201,0.408310067,0,0,1,0,0,0,0,0,38.328061,-81.523522,0,0,0,0,0,0,0,0,0,0,65.80491673,63,55.47564045,0.086025974,0.04516129,0.027571352,4.051766314,4.158883083,3.618387614,0.005296825,0.002981278,0.001798336
54041,0,2014,0,0,0,0,0,0,0.052408372,0.136317004,1,0.776750761,0.000430802,0.007585422,0.159473125,1,0.791957702,0.000716846,0.002758335,0.133733924,1,0.763088274,0.001246753,0.019654088,0.733126053,0.821976673,0.662171366,0.58490566,0.499958457,0.924916829,0.63216469,0.794563294,0.305212597,0.030771412,0,0,0,0,0,1,0,0,38.988844,-80.495518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54043,10,2014,0,0,15,0,0,2.772588722,0.002758335,0.136317004,1,0.832088007,0.000430802,0.006895838,0.159473125,1,0.854500054,0.000716846,0.003447919,0.133733924,0,0.835149526,0.001246753,0.011006289,0.998704495,0.907918969,0.952322572,0.960691824,0.780567281,0.866330039,0.578081156,0.601053414,0.234421427,0.041883251,0,1,0,0,0,0,0,0,38.171651,-82.077547,0,0,0,0,0,0,0,0,0,0,0.051718788,0,0,0.018701299,0,0,0.009559662,0,0,0.003456734,0,0
54045,21,2014,22,14,24,3.135494216,2.708050201,3.218875825,0.102058408,0.136317004,0,0.781310441,0.000430802,0.07723339,0.159473125,0,0.796279056,0.000716846,0.063441713,0.133733924,0,0.774459676,0.001246753,0.058962264,0.993522477,1,1,0.885220126,0.641839323,0.824267728,0.765055657,0.61759809,0.242469238,0.07334373,0,0,0,0,0,0,0,0,37.830591,-81.940853,0,0,0,0,0,0,0,0,0,0,1.52260111,1.081267455,2.245284971,0.029922078,0.010035842,0.009477652,0.204210996,0.209151896,0.320003547,0.004013144,0.001941255,0.001350778
54047,0,2014,21,15,26,3.091042453,2.772588722,3.295836866,0.028272937,0.136317004,0,0.7513569,0.000430802,0.019997931,0.159473125,0,0.756006843,0.000716846,0.039995862,0.133733924,0,0.735255645,0.001246753,0.025943396,1,1,1,0.704402516,0.8656958,0.859801664,0.657403672,0.799380098,0.055325488,0.04130604,0,0,0,0,0,1,0,0,37.382663,-81.658205,0,0,0,0,0,0,0,0,0,1,1.039892425,0.299968969,0.593731683,0.032415584,0.010752688,0.00904685,0.131819838,0.055446039,0.087392849,0.004109095,0.001987519,0.001331628
54049,0,2014,0,0,0,0,0,0,0.137227183,0.136317004,1,0.814003219,0.000430802,0.103437575,0.159473125,1,0.851284393,0.000716846,0.037927111,0.133733924,1,0.827774264,0.001246753,0.084119497,0.550459904,0.619398404,0.553194388,0.738993711,0.446359019,0.893370096,0.726424562,0.618854648,0.363321393,0.117455514,0,0,0,1,0,0,0,0,39.505839,-80.243402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54051,0,2014,0,0,0,0,0,0,0.037927111,0.136317004,1,0.785588658,0.000430802,0.058614626,0.159473125,1,0.777016051,0.000716846,0.037237527,0.133733924,1,0.747551695,0.001246753,0.035377358,0.488275683,0.533456108,0.71938428,0.685534591,0.723814934,0.705591923,0.783598582,0.806710018,0.387972636,0.065686549,0,0,1,0,0,0,0,0,39.854717,-80.671378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54053,12,2014,0,0,0,0,0,0,0.019997931,0.136317004,1,0.795055974,0.000430802,0.011722925,0.159473125,1,0.816930109,0.000716846,0.011033341,0.133733924,1,0.799580197,0.001246753,0.031446541,0.690374401,0.736034377,0.991826727,0.811320755,0.961961366,0.637991781,0.690368873,0.603147677,0.274609059,0.053977423,0,0,0,0,0,0,0,0,38.759288,-82.024172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54055,44,2014,24,36,50,3.218875825,3.610917913,3.931825633,0.08619798,0.136317004,0,0.755365345,0.000430802,0.058614626,0.159473125,0,0.764661555,0.000716846,0.065510464,0.133733924,0,0.74151881,0.001246753,0.090408805,0.784946237,0.803560467,0.75616401,0.715408805,0.531487539,0.851307785,0.608986032,0.749117792,0.237275443,0.129530327,0,0,0,1,0,0,0,0,37.403448,-81.106456,0,0,0,0,0,0,0,0,0,1,3.275523222,2.110126539,2.068751508,0.062337662,0.025806452,0.010339257,0.257575723,0.211652603,0.277460592,0.004902016,0.002588472,0.001386699
54057,0,2014,0,0,0,0,0,0,0.05930421,0.136317004,1,0.680111841,0.000430802,0.064820881,0.159473125,1,0.723342414,0.000716846,0.046891701,0.133733924,1,0.698815463,0.001246753,0.022012579,0.463661096,0.600982198,0.366571312,0.756289308,0.556710804,0.792720995,0.873222723,0.723777212,0.317997818,0.055590027,0,0,1,0,0,0,0,0,39.405626,-78.956581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54059,25,2014,12,18,18,2.564949357,2.944438979,2.944438979,0.015860428,0.136317004,0,0.785441352,0.000430802,0.014481261,0.159473125,0,0.784507599,0.000716846,0.002068752,0.133733924,0,0.766814282,0.001246753,0.024371069,1,1,1,0.668238994,0.701744577,0.809245475,0.604350301,0.69634237,0.200893166,0.051799798,0,0,0,0,0,1,0,0,37.721151,-82.158993,0,0,0,0,0,0,0,0,0,1,0.037237527,0.26066269,0.190325139,0.022441558,0.012903226,0.005169628,0.006091313,0.042639188,0.040681195,0.003670989,0.002110709,0.001104986
54061,14,2014,0,12,0,0,2.564949357,0,0.135158432,0.136317004,1,0.792549659,0.000430802,0.203427232,0.159473125,0,0.788237466,0.000716846,0.188256387,0.133733924,1,0.734505337,0.001246753,0.40172956,0.415727426,0.496623696,0.355673614,0.476415094,0.285560705,0.802225724,0.67285611,1,0.428333823,0.21138809,0,0,1,0,0,0,0,0,39.633645,-80.059074,0,0,0,0,0,0,0,0,0,0,0,2.44112678,0,0,0.008602151,0,0,0.521780547,0,0,0.001838673,0
54063,0,2014,0,0,0,0,0,0,0.002758335,0.136317004,1,0.735466295,0.000430802,0.002758335,0.159473125,1,0.727228982,0.000716846,0.002068752,0.133733924,1,0.701926105,0.001246753,0.008647799,0.759036145,0.576427256,0.508241384,0.548742138,0.503111366,0.985988596,0.709941961,0.22387669,0.289618356,0.024490932,0,0,0,0,0,0,1,0,37.550353,-80.547891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54065,0,2014,0,0,0,0,0,0,0.015170844,0.136317004,1,0.852983268,0.000430802,0.105506327,0.159473125,1,0.865373513,0.000716846,0.034479192,0.133733924,1,0.852377153,0.001246753,0.01572327,0.682601373,0.63781461,0.762975072,0.599056604,0.667062588,0.934421557,0.810382808,0.64628949,0.379076334,0.03311252,0,0,0,0,0,0,1,0,39.554835,-78.257314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54067,10,2014,11,12,14,2.48490665,2.564949357,2.708050201,0.102058408,0.136317004,0,0.782112557,0.000430802,0.117918836,0.159473125,0,0.789078368,0.000716846,0.05930421,0.133733924,0,0.769824115,0.001246753,0.049528302,0.753854126,0.797421731,0.916905054,0.820754717,0.695438761,0.852810011,0.682642654,0.904784343,0.306080372,0.051725226,0,0,0,0,0,0,0,0,38.291416,-80.797516,0,0,0,0,0,0,0,0,0,0,0.830258939,1.415026032,1.122642485,0.017454545,0.008602151,0.004738826,0.160598778,0.302455843,0.253605616,0.00337627,0.001838673,0.001070504
54069,0,2014,0,0,0,0,0,0,0.204116816,0.136317004,1,0.698255867,0.000430802,0.155156363,0.159473125,1,0.714328398,0.000716846,0.116539668,0.133733924,1,0.693203819,0.001246753,0.183962264,0.343179168,0.472068754,0.809290287,0.56918239,0.594545701,0.770187615,0.719213424,0.877914952,0.322831647,0.090148082,0,0,1,0,0,0,0,0,40.098932,-80.620728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54071,0,2014,0,0,0,0,0,0,0,0.136317004,1,0.650278594,0.000430802,0,0.159473125,1,0.676546969,0.000716846,0,0.133733924,1,0.645367371,0.001246753,0.011006289,0.335406141,0.318600368,0.205830268,0.735849057,0.518875906,0.996504173,0.836136872,0.614037843,0.290151877,0.01174928,0,0,0,0,0,0,1,0,38.686836,-79.333707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54073,0,2014,0,0,0,0,0,0,0,0.136317004,1,0.770675584,0.000430802,0,0.159473125,1,0.784695157,0.000716846,0,0.133733924,1,0.752604327,0.001246753,0.007075472,0.384635315,0.453652548,0.641738183,0.630503145,0.783720189,0.756667586,0.887129917,0.336548027,0.399228001,0.011801623,0,0,0,0,0,0,0,0,39.368133,-81.161172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
